Date,Discharge (cfs)
12/16/2015,646.0869565
12/17/2015,294.827957
12/18/2015,138.34375
12/19/2015,86.15208333
12/20/2015,70.7
12/21/2015,56.65416667
12/22/2015,53.35625
12/23/2015,47.190625
12/24/2015,47.64166667
12/25/2015,42.31458333
12/26/2015,37.765625
12/27/2015,106.6083333
12/28/2015,275.2604167
12/29/2015,266.7708333
12/30/2015,203.0520833
12/31/2015,94.71875
1/1/2016,66.93229167
1/2/2016,48.99270833
1/3/2016,48.340625
1/4/2016,45.440625
1/5/2016,36.05
1/6/2016,64.51458333
1/7/2016,724.65625
1/8/2016,292.9479167
1/9/2016,245.09375
1/10/2016,217.1979167
1/11/2016,133.8854167
1/12/2016,84.73854167
1/13/2016,61.64166667
1/14/2016,50.8375
1/15/2016,45.040625
1/16/2016,41.79791667
1/17/2016,43.1125
1/18/2016,35.01145833
1/19/2016,32.60520833
1/20/2016,28.93854167
1/21/2016,26.16145833
1/22/2016,25.18020833
1/23/2016,22.65416667
1/24/2016,23.74791667
1/25/2016,22.91041667
1/26/2016,21.53020833
1/27/2016,21.26041667
1/28/2016,19.66770833
1/29/2016,19.378125
1/30/2016,18.49791667
1/31/2016,22.28229167
2/1/2016,19.64583333
2/2/2016,17.90729167
2/3/2016,16.34895833
2/4/2016,14.66979167
2/5/2016,14.85208333
2/6/2016,17.71354167
2/7/2016,20.509375
2/8/2016,20.3875
2/9/2016,22.98333333
2/10/2016,25.440625
2/11/2016,17.04375
2/12/2016,14.47604167
2/13/2016,13.78229167
2/14/2016,13.16145833
2/15/2016,13.51145833
2/16/2016,12.9375
2/17/2016,12.05
2/18/2016,11.471875
2/19/2016,12.10729167
2/20/2016,11.94791667
2/21/2016,14.78020833
2/22/2016,125.0854167
2/23/2016,338.80625
2/24/2016,232.46875
2/25/2016,145.8135417
2/26/2016,73.084375
2/27/2016,53.30104167
2/28/2016,41.03020833
2/29/2016,33.84166667
3/1/2016,31.76315789
3/2/2016,36.43854167
3/3/2016,28.28229167
3/4/2016,23.57604167
3/5/2016,21.13125
3/6/2016,19.41041667
3/7/2016,18.11354167
3/8/2016,27.80833333
3/9/2016,345.7260417
3/10/2016,2615.625
3/11/2016,2905.416667
3/12/2016,2650.416667
3/13/2016,2160
3/14/2016,1821.354167
3/15/2016,1478.645833
3/16/2016,1075.197917
3/17/2016,519.78125
3/18/2016,256.6354167
3/19/2016,167.3333333
3/20/2016,113.4291667
3/21/2016,80.88541667
3/22/2016,67.87613636
3/23/2016,56.0125
3/24/2016,285.2010417
3/25/2016,194.1666667
3/26/2016,127.246875
3/27/2016,75.73020833
3/28/2016,54.76458333
3/29/2016,43.19895833
3/30/2016,38.94895833
3/31/2016,37.87395833
4/1/2016,34.81875
4/2/2016,29.209375
4/3/2016,25.22708333
4/4/2016,25.15
4/5/2016,23.26979167
4/6/2016,24.0875
4/7/2016,26.13958333
4/8/2016,22.41145833
4/9/2016,19.70729167
4/10/2016,19.37291667
4/11/2016,20.98229167
4/12/2016,23.0625
4/13/2016,172.9802083
4/14/2016,118.9552083
4/15/2016,78.07395833
4/16/2016,48.35208333
4/17/2016,59.37708333
4/18/2016,8231.427083
4/19/2016,18247.91667
4/20/2016,9898.020833
4/21/2016,5475.729167
4/22/2016,3590.113636
4/23/2016,2590.104167
4/24/2016,2075.3125
4/25/2016,1813.75
4/26/2016,1306.666667
4/27/2016,896.1979167
4/28/2016,627.8229167
4/29/2016,450.8229167
4/30/2016,302.6666667
5/1/2016,279.8541667
5/2/2016,225.6145833
5/3/2016,129.125
5/4/2016,92.69479167
5/5/2016,70.26458333
5/6/2016,57.24375
5/7/2016,48.63020833
5/8/2016,49.85
5/9/2016,46.96875
5/10/2016,44.25625
5/11/2016,44.178125
5/12/2016,42.00729167
5/13/2016,36.02708333
5/14/2016,69.43229167
5/15/2016,331.5833333
5/16/2016,804.4791667
5/17/2016,565.0104167
5/18/2016,386.3020833
5/19/2016,313.6979167
5/20/2016,715.71875
5/21/2016,690.9791667
5/22/2016,666.3854167
5/23/2016,456.90625
5/24/2016,181
5/25/2016,108.5572917
5/26/2016,89.95
5/27/2016,1638.270833
5/28/2016,5100.3125
5/29/2016,4070.833333
5/30/2016,3168.4375
5/31/2016,2820.416667
6/1/2016,2293.645833
6/2/2016,2336.666667
6/3/2016,2192.916667
6/4/2016,1668.4375
6/5/2016,1191.135417
6/6/2016,937.71875
6/7/2016,513.78125
6/8/2016,267.6145833
6/9/2016,163.1666667
6/10/2016,288.0520833
6/11/2016,200.09375
6/12/2016,174.1770833
6/13/2016,383.53125
6/14/2016,399.59375
6/15/2016,296.0625
6/16/2016,141.6979167
6/17/2016,79.95729167
6/18/2016,57.54791667
6/19/2016,46.66770833
6/20/2016,186.5478723
6/21/2016,296.5074627
6/22/2016,74.66666667
6/23/2016,45.09176471
6/24/2016,38.34791667
6/25/2016,36.53854167
6/26/2016,51.15
6/27/2016,38.878125
6/28/2016,146.1760417
6/29/2016,90.12604167
6/30/2016,48.54895833
7/1/2016,43.85520833
7/2/2016,41.06770833
7/3/2016,33.07916667
7/4/2016,23.71666667
7/5/2016,18.60104167
7/6/2016,16.590625
7/7/2016,23.915625
7/8/2016,23.98958333
7/9/2016,18.675
7/10/2016,16.79895833
7/11/2016,19.83645833
7/12/2016,23.17395833
7/13/2016,18.93854167
7/14/2016,20.7
7/15/2016,21.87916667
7/16/2016,20.47291667
7/17/2016,18.715625
7/18/2016,18.31145833
7/19/2016,19.12083333
7/20/2016,19.54375
7/21/2016,17.64270833
7/22/2016,16.97916667
7/23/2016,17.915625
7/24/2016,19.05833333
7/25/2016,31.6
7/26/2016,202.9114583
7/27/2016,95.775
7/28/2016,65.66979167
7/29/2016,66.584375
7/30/2016,42.21770833
7/31/2016,32.11770833
8/1/2016,27.95208333
8/2/2016,18.703125
8/3/2016,17.38229167
8/4/2016,14.29270833
8/5/2016,13.721875
8/6/2016,12.221875
8/7/2016,11.30416667
8/8/2016,10.95729167
8/9/2016,10.420625
8/10/2016,10.32177083
8/11/2016,8.123333333
8/12/2016,8.2784375
8/13/2016,16.1975
8/14/2016,2211.125
8/15/2016,1827.020833
8/16/2016,703.4375
8/17/2016,337.5208333
8/18/2016,526.96875
8/19/2016,829.53125
8/20/2016,270.3541667
8/21/2016,173.5208333
8/22/2016,401.3125
8/23/2016,509.0625
8/24/2016,192.4270833
8/25/2016,84.61875
8/26/2016,80.009375
8/27/2016,58.39270833
8/28/2016,42.865625
8/29/2016,128.1875
8/30/2016,124.5104167
8/31/2016,77.65729167
9/1/2016,45.546875
